filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,4,"{""name"":""rect"",""x"":2283,""y"":2671,""width"":65,""height"":39}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,5,"{""name"":""rect"",""x"":1680,""y"":2799,""width"":85,""height"":59}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,6,"{""name"":""rect"",""x"":2724,""y"":2470,""width"":57,""height"":102}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,7,"{""name"":""rect"",""x"":3419,""y"":2716,""width"":95,""height"":41}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,8,"{""name"":""rect"",""x"":2271,""y"":2872,""width"":73,""height"":35}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,9,"{""name"":""rect"",""x"":2541,""y"":2533,""width"":41,""height"":98}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,10,"{""name"":""rect"",""x"":1899,""y"":3085,""width"":47,""height"":63}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,11,"{""name"":""rect"",""x"":2155,""y"":3053,""width"":57,""height"":41}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,12,"{""name"":""rect"",""x"":3262,""y"":3053,""width"":87,""height"":71}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,13,"{""name"":""rect"",""x"":3443,""y"":3033,""width"":104,""height"":51}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,14,"{""name"":""rect"",""x"":3183,""y"":2850,""width"":57,""height"":89}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,15,"{""name"":""rect"",""x"":2862,""y"":3154,""width"":81,""height"":73}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,16,"{""name"":""rect"",""x"":2606,""y"":3106,""width"":41,""height"":26}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,17,"{""name"":""rect"",""x"":2439,""y"":3132,""width"":57,""height"":35}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,18,"{""name"":""rect"",""x"":2354,""y"":2992,""width"":47,""height"":65}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,19,"{""name"":""rect"",""x"":3232,""y"":3183,""width"":37,""height"":47}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,20,"{""name"":""rect"",""x"":3546,""y"":2888,""width"":59,""height"":63}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,21,"{""name"":""rect"",""x"":3051,""y"":2811,""width"":35,""height"":45}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,22,"{""name"":""rect"",""x"":3808,""y"":2943,""width"":49,""height"":61}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,23,"{""name"":""rect"",""x"":3672,""y"":2852,""width"":33,""height"":75}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,24,"{""name"":""rect"",""x"":2758,""y"":3061,""width"":43,""height"":32}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,25,"{""name"":""rect"",""x"":2596,""y"":3179,""width"":53,""height"":47}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,26,"{""name"":""rect"",""x"":2549,""y"":2720,""width"":93,""height"":59}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,27,"{""name"":""rect"",""x"":2316,""y"":2742,""width"":77,""height"":57}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,28,"{""name"":""rect"",""x"":2151,""y"":2762,""width"":61,""height"":20}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,29,"{""name"":""rect"",""x"":2901,""y"":2578,""width"":55,""height"":18}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,30,"{""name"":""rect"",""x"":1844,""y"":2791,""width"":61,""height"":47}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,31,"{""name"":""rect"",""x"":1584,""y"":3207,""width"":59,""height"":30}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,32,"{""name"":""rect"",""x"":3831,""y"":2704,""width"":59,""height"":59}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,33,"{""name"":""rect"",""x"":2405,""y"":2720,""width"":65,""height"":33}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,34,"{""name"":""rect"",""x"":3033,""y"":3049,""width"":35,""height"":47}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,35,"{""name"":""rect"",""x"":3943,""y"":2980,""width"":91,""height"":33}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,36,"{""name"":""rect"",""x"":3335,""y"":2974,""width"":39,""height"":65}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,37,"{""name"":""rect"",""x"":3053,""y"":3203,""width"":51,""height"":32}","{""attribute"":{}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,38,"{""name"":""rect"",""x"":3051,""y"":2963,""width"":41,""height"":32}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,39,"{""name"":""rect"",""x"":2045,""y"":3223,""width"":89,""height"":12}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,40,"{""name"":""rect"",""x"":2667,""y"":3061,""width"":41,""height"":43}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,41,"{""name"":""rect"",""x"":3392,""y"":3140,""width"":55,""height"":32}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,42,"{""name"":""rect"",""x"":2990,""y"":2647,""width"":83,""height"":35}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201002_120347.jpg,520758,"{""attribute"":{}}",44,43,"{""name"":""rect"",""x"":1383,""y"":2482,""width"":39,""height"":47}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,0,"{""name"":""rect"",""x"":2887,""y"":2515,""width"":70,""height"":101}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,1,"{""name"":""rect"",""x"":2628,""y"":2775,""width"":40,""height"":60}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,2,"{""name"":""rect"",""x"":3423,""y"":3127,""width"":48,""height"":58}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,3,"{""name"":""rect"",""x"":2358,""y"":2994,""width"":46,""height"":87}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,4,"{""name"":""rect"",""x"":2274,""y"":2924,""width"":60,""height"":56}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,5,"{""name"":""rect"",""x"":1843,""y"":2624,""width"":58,""height"":28}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,6,"{""name"":""rect"",""x"":1720,""y"":2555,""width"":36,""height"":40}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,7,"{""name"":""rect"",""x"":2535,""y"":2609,""width"":35,""height"":35}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,8,"{""name"":""rect"",""x"":2721,""y"":2500,""width"":59,""height"":74}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,9,"{""name"":""rect"",""x"":2179,""y"":2998,""width"":59,""height"":26}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,10,"{""name"":""rect"",""x"":3571,""y"":2836,""width"":26,""height"":57}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,11,"{""name"":""rect"",""x"":3426,""y"":2714,""width"":48,""height"":31}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,12,"{""name"":""rect"",""x"":3177,""y"":2736,""width"":46,""height"":59}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,13,"{""name"":""rect"",""x"":3048,""y"":2806,""width"":33,""height"":55}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,14,"{""name"":""rect"",""x"":3846,""y"":2941,""width"":42,""height"":63}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,15,"{""name"":""rect"",""x"":3171,""y"":3173,""width"":52,""height"":48}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,16,"{""name"":""rect"",""x"":2074,""y"":3221,""width"":42,""height"":24}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,17,"{""name"":""rect"",""x"":1696,""y"":2841,""width"":59,""height"":42}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,18,"{""name"":""rect"",""x"":3667,""y"":2843,""width"":70,""height"":24}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,19,"{""name"":""rect"",""x"":3158,""y"":2631,""width"":42,""height"":37}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,20,"{""name"":""rect"",""x"":2563,""y"":2679,""width"":107,""height"":57}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,21,"{""name"":""rect"",""x"":2598,""y"":2498,""width"":83,""height"":66}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,22,"{""name"":""rect"",""x"":1801,""y"":2255,""width"":39,""height"":44}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,23,"{""name"":""rect"",""x"":1761,""y"":3053,""width"":61,""height"":85}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,24,"{""name"":""rect"",""x"":3448,""y"":2941,""width"":48,""height"":52}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,25,"{""name"":""rect"",""x"":4220,""y"":2791,""width"":63,""height"":39}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,26,"{""name"":""rect"",""x"":2034,""y"":2544,""width"":120,""height"":52}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201003_115846.jpg,498421,"{""attribute"":{}}",28,27,"{""name"":""rect"",""x"":2028,""y"":2421,""width"":87,""height"":87}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,0,"{""name"":""rect"",""x"":2443,""y"":2738,""width"":50,""height"":42}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,1,"{""name"":""rect"",""x"":3265,""y"":2585,""width"":61,""height"":46}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,2,"{""name"":""rect"",""x"":2885,""y"":2579,""width"":70,""height"":59}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,3,"{""name"":""rect"",""x"":1958,""y"":2375,""width"":39,""height"":24}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,4,"{""name"":""rect"",""x"":1440,""y"":2382,""width"":28,""height"":17}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,5,"{""name"":""rect"",""x"":1613,""y"":2277,""width"":35,""height"":22}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,6,"{""name"":""rect"",""x"":2487,""y"":3103,""width"":37,""height"":59}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,7,"{""name"":""rect"",""x"":2371,""y"":3033,""width"":35,""height"":26}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,8,"{""name"":""rect"",""x"":1895,""y"":3121,""width"":46,""height"":35}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,9,"{""name"":""rect"",""x"":3381,""y"":3129,""width"":74,""height"":35}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,10,"{""name"":""rect"",""x"":3815,""y"":2954,""width"":44,""height"":63}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,11,"{""name"":""rect"",""x"":3684,""y"":2843,""width"":70,""height"":24}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,12,"{""name"":""rect"",""x"":3431,""y"":3033,""width"":76,""height"":44}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,13,"{""name"":""rect"",""x"":4148,""y"":3123,""width"":70,""height"":59}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,14,"{""name"":""rect"",""x"":2133,""y"":3040,""width"":81,""height"":35}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,15,"{""name"":""rect"",""x"":1840,""y"":2598,""width"":59,""height"":52}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,16,"{""name"":""rect"",""x"":2196,""y"":2546,""width"":28,""height"":15}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,17,"{""name"":""rect"",""x"":1490,""y"":2795,""width"":66,""height"":48}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,18,"{""name"":""rect"",""x"":2546,""y"":2749,""width"":66,""height"":48}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,19,"{""name"":""rect"",""x"":3046,""y"":2533,""width"":87,""height"":111}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,20,"{""name"":""rect"",""x"":2784,""y"":2998,""width"":70,""height"":17}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201004_115845.jpg,505082,"{""attribute"":{}}",22,21,"{""name"":""rect"",""x"":3311,""y"":3011,""width"":70,""height"":63}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,0,"{""name"":""rect"",""x"":1831,""y"":2452,""width"":127,""height"":63}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,1,"{""name"":""rect"",""x"":1444,""y"":2417,""width"":70,""height"":59}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,2,"{""name"":""rect"",""x"":2819,""y"":2500,""width"":48,""height"":39}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,3,"{""name"":""rect"",""x"":3614,""y"":2718,""width"":131,""height"":61}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,4,"{""name"":""rect"",""x"":1409,""y"":2882,""width"":35,""height"":66}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,5,"{""name"":""rect"",""x"":1420,""y"":2316,""width"":87,""height"":35}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,6,"{""name"":""rect"",""x"":1857,""y"":2281,""width"":42,""height"":59}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,7,"{""name"":""rect"",""x"":1685,""y"":2841,""width"":68,""height"":35}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,8,"{""name"":""rect"",""x"":1508,""y"":2633,""width"":59,""height"":39}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,9,"{""name"":""rect"",""x"":3455,""y"":3016,""width"":122,""height"":37}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,10,"{""name"":""rect"",""x"":1864,""y"":3077,""width"":94,""height"":50}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,11,"{""name"":""rect"",""x"":3833,""y"":2911,""width"":48,""height"":94}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,12,"{""name"":""rect"",""x"":2920,""y"":2633,""width"":164,""height"":42}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,13,"{""name"":""rect"",""x"":2087,""y"":2399,""width"":87,""height"":66}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,14,"{""name"":""rect"",""x"":1549,""y"":2738,""width"":52,""height"":63}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,15,"{""name"":""rect"",""x"":1560,""y"":2406,""width"":66,""height"":39}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,16,"{""name"":""rect"",""x"":3018,""y"":2546,""width"":52,""height"":52}","{""attribute"":{""leaf_fall"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,17,"{""name"":""rect"",""x"":3597,""y"":2989,""width"":35,""height"":44}","{""attribute"":{""leaf_sub"":true}}"
invert_Hbwtr_w1_20201005_115844.jpg,507752,"{""attribute"":{}}",22,18,"{""name"":""rect"",""x"":2856,""y"":3029,""width"":50,""height"":48}","{""attribute"":{""leaf_sub"":true}}"
